alcohol_content,bitterness,darkness,fruitiness,is_yummy
6.411832579172989,26.421224014865572,4.508405815818351,52.43754595477232,0
6.0316470361414165,22.57807591908636,5.262277105941611,48.56431448685869,0
6.90750236510457,23.166150553574838,4.939601583156728,54.483129054467476,0
4.739202282742926,35.650902781274745,0.07179097643198618,44.488959366443005,1
4.64547158134185,35.71317755911552,0.7744738527949387,46.677215359088585,1
4.262038528331989,34.37675227963402,0.9985628230735674,44.14806468873041,0
7.0009283193046565,24.964389960133847,5.301734932005938,53.62354295990705,0
6.670772227008965,24.275503467156742,4.976324958229293,50.52566108096213,0
4.611845005870691,34.07494039632774,1.16315177747985,44.19985290609705,1
7.307416111545514,26.6117787526006,4.433979174180986,55.66037544169697,1
6.901621853332987,29.281120544212456,3.672043818211394,57.23322208663352,1
6.8272946224889,41.487598982252194,2.0550563610527584,73.3707643679324,1
6.190204441614027,22.094631181154085,5.690029335228431,48.2841583964069,0
5.980198349865143,37.79974089733131,2.729190571178221,64.53700482800737,1
4.4586413760430705,33.250924170287895,0.8729770534803768,41.76246045150238,0
7.678779039311814,43.68356511362136,1.2503202867274583,81.78271248432453,1
5.005937115356403,36.31667021474458,2.9236114339056494,58.861779879467285,0
8.226382367371242,25.747461857312853,5.423151806265489,65.73553828041257,0
4.206371264204019,32.21382292633694,1.9293918457562773,40.816457528326076,0
4.374036889204609,33.44956851709629,1.1383423597056943,39.366583035587254,0
8.87922628974851,31.199107534803176,4.43028576497552,66.66189379262329,1
5.810682975162618,37.502567370505744,2.3220389670721544,61.775180951702716,1
5.666365516035652,38.90919344891817,2.2102873385283703,61.78499299673213,1
8.26108999906054,25.681055797787902,6.361577892124342,63.60301886999056,0
4.647839663078105,36.778690090436584,0.8420719432776125,42.82301324182303,0
6.026155059375585,23.67078851839605,5.01593208438192,47.12228573315302,0
4.725672490234937,33.28215694451718,1.2248343973170162,46.35174125506964,0
7.812218242246818,25.572521637168283,5.321551753965806,62.657696120928115,0
4.987063210940376,37.56013269688357,1.9596124135927646,59.52609204168399,1
6.991695373257066,26.590586922798895,3.798919279585741,52.755153751478815,0
5.723570617347685,38.901027225375294,2.405188685511024,63.24597928829097,1
4.778369069428648,37.03405016511783,1.6559136102599674,52.883209577515075,1
8.613824632870275,29.68993709393665,4.481126578119439,63.870788308547205,1
3.963136440551546,33.91088083493453,2.9895958756465197,45.42529074514947,0
7.531152137598926,27.568683663071884,4.68838041431993,60.79044356276385,1
8.020880296552765,23.916382351785895,5.811793729453462,63.20897447062546,0
7.557396782638168,28.22196148885559,3.9476961357505576,56.26292407261436,1
6.663032631630335,25.01828042315507,4.4482295565194,53.60016267738993,0
4.733442292175305,32.7164423462493,1.5543330429420243,49.593715091089464,1
4.866826494409287,38.329503500658795,1.8646162932461017,55.585945817209314,1
4.876793404890311,33.74037755326513,1.245457069581504,45.54924307714323,0
5.335495771153343,37.31189082417575,1.7798920072230335,59.140189937331776,1
5.918158888388498,23.321009973699383,4.497187124966041,48.46356029168571,0
6.368070340746278,23.850507540354485,5.730959177741164,50.943364270955115,0
5.532165542127984,36.88645020356473,2.5918186063792614,63.97692683674312,1
5.6062109995283045,41.044046931424965,1.4875555950604906,62.55915479763196,1
4.448004896259672,34.5729506520055,0.1808557223208591,46.34687145793292,1
4.5066358523435746,33.38104341637911,1.4851345330271808,47.084090734539394,0
4.572856532686687,33.8902106347421,1.027718365004111,45.28367177968782,1
6.805826856170327,24.09655112070213,5.345768741258663,49.86839416211762,0
7.18624904034986,25.616095543282043,4.979660342234321,57.3181436447681,0
5.0011018501349795,35.67942698751908,0.8523277929744486,48.54385316606874,1
7.240071207441864,28.15248260238168,4.294955116083022,55.35447617896211,0
4.420931683223796,35.294892196876894,0.8780128358335912,43.47349142992838,0
4.580012773326752,35.17237143845841,0.3847961052278246,46.62899009810299,1
4.809846075298767,33.831653432980694,1.4396690807525316,45.488595901286146,0
6.995836059364088,37.84870433008148,2.5246878138368154,78.15448677524894,1
6.320540972730842,40.24985592638271,1.7745121853110915,68.79246235768977,1
5.697941418664733,26.609566317997945,4.3090385280434935,47.58082801263469,0
6.63099119737212,26.10082112086739,4.128235072753213,53.43760855519514,0
4.691945499748242,37.70884211342014,1.8403826747530576,53.90170518989325,1
8.122276263836739,26.0369650726991,5.297849838878076,61.39928262078849,1
6.353549128135663,37.56070677822657,3.419500547234219,72.18184711739353,1
7.560522314753288,22.790332020437557,6.248622669149904,58.038947460006796,0
6.229090476876607,38.8264295728154,1.6175381805961155,70.34781210519397,1
5.00604899250279,38.551008117980615,1.578044065829824,57.85900548146614,1
4.39328970037628,33.01640682728894,0.22213809621469172,45.17297183639984,0
6.312533793700676,41.20938851732213,1.1865047940159248,66.13047130026827,1
4.965499075998581,36.30391266629502,0.11584346696500614,49.45528315242562,1
3.2183884590541862,37.06962370220095,1.3831206466392183,40.808703503171905,0
5.382711077000816,36.880324307284376,2.9036042497406234,58.651935584286704,1
4.5897064526180475,33.59261382817608,1.2191607621866463,43.22218197967842,0
4.263318168778091,33.60909224624129,0.5241747232890076,42.24723756754021,0
5.510024216806726,38.3677118676195,2.4049248982341047,59.618433529063346,1
7.284501397627362,24.426209765246355,5.011181679128569,59.36245008518552,0
9.190365857034326,31.923754110509485,3.968161442887209,73.61761352108888,1
4.761635900822792,33.991793645821495,0.859914801408614,44.38064621730481,0
6.510830674413595,27.657642337277803,4.358683412944391,49.63849417180836,0
7.518130664787796,26.968721097347988,4.960236110992545,58.75980280260368,0
4.273183167504845,35.01947238206544,0.9163704549579377,43.98482137793328,1
4.656275842344915,38.38692046012431,2.4894392808604544,55.97185040586601,1
4.569287176807282,34.97601821010052,0.9708263445456841,42.72456721888118,0
4.583702196877478,34.096628131844405,1.2160535870940745,46.133247673594425,0
4.457805134657386,37.36026074945049,1.8300476294328427,45.8043626932781,0
4.469673056076827,36.71450887335956,1.9934813776482134,50.963864030503025,0
6.411050772716483,22.495613265825092,5.711179798508096,49.25760065806115,0
7.196206975050736,42.664607515128566,1.938658843347039,83.47758433648968,1
4.827248018033038,36.545160240985986,2.487949151427727,52.7859156560956,0
5.515879125014097,23.347410197699865,4.176675304069501,47.05028014617513,0
5.666493493116672,39.65413138373927,2.4187601681016972,63.007052586244676,1
6.308271564074352,42.5219216095913,0.8366476980348403,72.42176005596798,1
4.985017995657112,36.4337073455403,2.7480810469926924,55.781306933268084,0
4.514265529299105,34.848508473905746,1.0450421083209829,45.46923184662789,0
4.8571441648262175,36.75533927339487,0.4605954194893581,47.16220644245206,1
6.687961958540281,23.468745602887125,5.217754117830311,53.98329292264269,0
5.5980497048193385,41.53969557836298,0.491884817563506,61.44128320293869,1
8.223329423171522,28.631189470117697,4.90836211711778,64.81396769405964,1
4.499025993103992,34.15035840540024,1.0664183839677048,44.39267483680916,1
5.396566300638744,40.58435175903756,1.704486393840855,57.38484232795566,1
5.916481703998191,20.6293993569417,5.794228801479825,45.00653427237862,0
4.520547887408989,34.03639696972709,0.32080539909197403,44.708881722930116,1
7.94626412904034,26.76327979819238,5.603830987576945,62.14373383309911,0
5.679810320971939,22.941175734078026,4.40701982487868,47.71971962633222,0
8.373118605526923,28.20884149366341,4.259280038503462,61.15662740013778,1
6.7241782603938205,24.86208002175757,4.563261056593414,55.41602723515937,0
4.43825689886558,34.048274932095275,0.8188670710876542,42.46592203109457,0
6.550694956664562,25.930647310720765,5.074230826089675,51.69104565230279,0
4.783221333402891,37.66220631364807,2.071700636020688,52.65633555554992,0
4.7744945338360525,40.69204173880868,1.095264775333837,53.17753397510835,1
4.532113351350886,33.28945154514884,1.5200813270585067,43.58465725739568,1
6.1548513746009625,39.786168617193134,2.351187760990865,69.79734096912445,1
6.589402994163535,39.17505864152011,2.8343889436467387,73.28538386009015,1
4.4646032911598,38.45182449227477,1.6831689305187458,45.86883849656779,0
4.379907497475234,33.01485291324033,1.154713686918549,43.83231612089868,0
6.619615779047638,24.909288332536786,5.3389978694296225,52.55442919359925,0
6.208477155739048,24.29433061982608,4.330796519651363,47.6823951992662,0
4.8784955049356835,34.205348594509424,0.9781300010856299,44.518687623477135,1
5.651015588363056,39.39094781360326,1.4864124460326167,65.70449589334366,1
4.725625807241013,35.5555847404648,0.07443655867224641,48.2989115476939,1
4.614666927591283,33.47880701225167,0.960640156014422,47.82910334164136,0
6.136153213094968,23.315192001761588,4.799420175368632,45.034497464233894,0
4.754108111335548,38.46660386056086,1.760233476184812,51.64069367646283,0
6.14132530088595,40.70564181537716,1.7455916185052236,68.33443705856075,1
4.639531839906495,38.747361302486475,1.1976404866318906,47.37408110813662,1
5.3866933794791985,36.985717583146965,2.848425656820881,60.68770249537552,1
4.486053447142507,32.93300630126382,1.1012236752832731,45.30131252583548,0
4.974701198453847,37.888931762974494,1.6056576261519035,53.004919314648305,1
4.764990920331367,38.632271332387084,1.1109323080995073,55.00044914826414,1
4.31133799227891,33.67461432314743,0.653603679321312,45.62417844233127,0
5.78629322149647,39.802665943870856,1.7795952281744307,63.400894959508555,1
5.522315907910809,41.59964409722761,0.8981252885960651,56.784928579316926,1
4.305232681927815,35.567865557357884,0.9286257771779023,39.36163941619334,0
4.35935969766739,32.00893895955495,1.3754041289935612,37.888948845978994,0
6.489735137659935,25.306345493594208,4.434828764182576,49.07255569901682,0
6.151715919066248,39.839008883794094,2.4479075363704683,69.0049937973126,1
6.699485984004407,26.934991158478937,4.307423518744741,52.22423646765623,1
5.609371258502457,41.32453520106115,1.063442238215604,64.01899204819988,1
4.583755462390146,37.289968038979396,0.4794807814340908,41.55503029395268,1
4.592772241962408,38.78931066292021,1.9161158098193238,52.14619829841762,0
4.948182746116416,34.414211722241916,1.1217718948775388,45.187454804532166,1
6.035087687271676,25.222841271712202,5.268465778181113,48.39432979949094,0
4.825130462127239,38.45697334470753,1.8233956204039097,53.58043730615342,0
4.289655478986197,35.79439432644281,0.49455014488292837,38.3056668552705,1
4.327210428650256,30.515538554388367,1.584887865267162,43.1638941453507,0
6.560125743410645,41.140337902132536,1.477061055883044,68.58431452615561,1
6.56580159232593,38.419300626958275,2.253131791853733,71.89978151826791,1
4.937935329093223,38.5088073651625,1.4615680141969882,53.95232992693654,1
4.5376212677200005,32.69611751822831,1.3876678793025259,43.514472091357106,0
4.578110666667728,32.822573979391855,1.578835966529656,44.15346131747962,0
6.595834647141054,24.654570435723645,4.587451610807095,50.088673684935955,0
4.503269626350875,34.39534570785316,0.6111727188374334,45.26260447206156,0
8.876337108722035,27.404199577440117,4.741040030307214,70.45493413758001,1
6.273080368168463,39.93641170126757,2.3706684447207085,71.48791095649673,1
7.196329994788128,26.883770347038592,4.53289036262051,60.489405193307896,1
4.5127364078240975,35.39253474910881,0.51718372382817,41.280618845515505,1
4.319219956648649,32.806564321378794,1.7584039587611744,41.0061231373859,0
4.556549178757807,37.22258395653604,0.23756845448481878,46.46405941900045,1
4.712122051220176,33.06618821003324,1.4128324252706563,42.72977606430875,0
5.2929804660421915,36.58351912841663,2.7737203212968105,57.10345771256391,1
4.483004097397259,33.65534696114941,0.7604261637577064,47.11212469907254,0
5.736167095682584,39.3361936986868,2.3089473048298075,61.39198106394493,1
5.178540632156914,36.860254054687196,2.406091569614599,54.30508051889634,1
4.723169958176054,33.706608415251054,0.8164038322256653,43.689365765491736,0
4.3634428389766216,38.03916855868778,1.477140856393072,46.340635865720664,0
3.9928635481069183,31.393678891051128,0.9894625080488639,39.581170709265244,0
5.8520961906819124,21.027944262204464,5.415951677375024,49.09233365783787,0
7.3506620937692135,26.949822615898846,3.900290726855021,56.25555175798258,1
5.44400601855043,38.275959160536665,1.5040365270516933,59.7261468583598,0
4.707291742218746,33.4032893673682,1.181885833126207,47.596280592255226,0
5.719789430660506,39.76628062743535,1.8798898050732875,65.10606082436726,1
4.509764658088053,33.845308780125976,0.7598715936195514,44.26246418265036,0
8.658550839106072,26.58024345904381,5.804195262634158,64.32111871344875,1
7.828435120488228,43.24852754228209,1.9991276011874115,82.6123962869207,1
6.644852066439831,24.00346252175802,4.700025980245649,47.065348729314735,0
6.734676475890767,27.590753072307297,3.611685870748169,54.873618582368294,1
4.653711584145379,33.80142054794268,1.1911564886630865,43.79108716123992,0
6.623332670287801,29.246534218436757,3.073096936632398,55.92302154342123,1
5.163301075340428,40.10500881452899,1.467328792654737,58.14473395389341,1
4.489535560715053,34.61556105032915,0.5182981529252185,43.08948182871743,1
4.970107465697197,19.88530087000484,5.384142076005677,41.22612522479118,0
4.687437232903806,32.41464745034191,1.0066015811467786,41.09098435048525,0
7.121585402533492,28.15303779082923,4.130162337600447,50.57335576032428,1
7.408515602323642,25.114187678914316,5.342249818163732,60.63930336833867,0
4.69647390180332,32.76957798700548,1.4237510706970324,47.574085524233666,0
6.480177107565306,39.75325990128693,2.213164799520718,71.42697553814834,1
6.495461646835627,42.879150787243326,2.0546257382820055,66.29786939729088,1
5.382321555683573,38.121905765848446,2.0692981546688918,59.73911677399272,1
7.510860472577562,29.47754881987967,3.9044817632705597,60.41900849746516,1
4.730087952726767,32.176065840567816,1.842956749063554,44.95465735157435,1
5.192809572142672,38.842358339544546,2.1805418626352737,56.56760418668085,1
8.026111066661727,26.885955323044236,5.048143728411483,61.03221328125678,1
8.178211269207814,27.137867116372515,4.815690902399296,64.93722332256378,1
4.928636954164205,38.45070593657712,1.6154553665134486,51.03281773907438,1
7.786980038577364,26.857907434559284,4.639588676239739,57.68108182140206,1
6.287863843760988,38.386832861790545,2.2259862755638298,71.2509670651351,1
6.2489424501436766,22.855953319847497,5.7272663258286185,50.290718136264076,0
6.824954958685112,41.29710221315344,2.164476645491363,75.96457555754958,1
4.872597966211187,37.07457077252324,2.25209918283752,52.11743133072223,0
6.877301130052051,26.581939078202414,4.661071000207141,54.7914127238594,0
4.52150214359235,32.673516594145674,1.1709900780105893,47.53642078179971,0
4.619729136198213,33.652535615418174,1.003470985678755,40.872910583937035,0
4.261899276739454,33.74976668428425,0.8935404349378623,38.28210624002486,1
5.988475967962312,37.89336763373013,1.9868924105919745,67.29452375784516,1
6.356262330753822,40.923633044292515,2.3390476693886395,68.91677930104444,1
4.985609280495051,39.455408107084814,1.6677783379833642,56.59882487174341,1
5.597087279769296,38.3306686504056,2.0265477783797627,68.63869678330835,1
4.249805838635101,36.52888115345464,1.4276238765165092,51.75753772575634,1
6.272257228953643,23.46063169793584,6.158348201296402,48.273974980781496,0
5.07634228904443,20.668119333880377,6.55489917262156,40.835262595880856,0
4.672647253832646,34.21023597761378,1.3358428046209858,44.74648426745121,0
7.039966851364754,40.93784228789155,2.506357569734699,77.25456642416891,1
5.850650801612301,39.486220334277796,2.1084907262969574,66.89539531079194,1
4.763849184226503,35.71824968840074,3.126262945032247,54.866200919739995,0
5.062799977442194,39.59229425539723,1.6403129889417911,57.25287275020993,0
4.663647725469682,31.901333342921227,1.3289737862979307,43.578510349533886,0
5.623867554552191,22.137077682605653,5.622969928648548,46.573430243126836,0
4.3564683990517095,35.101971653026204,1.1929680418002442,42.703952057177354,0
4.04847145071177,34.855299841424056,0.9724141754104711,40.08390266179844,0
5.45164569006515,39.96580410834686,2.4590004632485933,67.71909063368587,1
7.385862026285361,29.220988127878638,4.330674740029501,58.06631227633102,0
4.414277902808593,30.73583620083277,1.85797988323771,41.935930366904614,0
6.46877182466391,25.262103922608738,5.017950693945988,54.17203796259379,0
4.294656137143368,36.00892672497161,0.0,42.172088184075534,0
4.421774369039254,33.97856860172781,1.1746454659724304,44.12413568204565,0
4.224404559710224,33.38380982207311,1.554424124324933,43.35344701559542,0
